Product Name,Product Price,Sale Discount (%),Discounted Price,Best Seller Rating,Rating Count,Ship From,Sold By,Product Description,Number Bought in the Past Month,Category Name,All Available Images
Clothing Product 40,2618.73,77.2123034710601,596.75,4.3,649,India,Seller_415,This is a description for Clothing Product 40.,398,Clothing,https://example.com/Clothing_Product_40.jpg
Toys Product 886,3264.95,52.23237858385349,1559.59,4.6,498,Germany,Seller_24,This is a description for Toys Product 886.,339,Toys,https://example.com/Toys_Product_886.jpg
Toys Product 426,610.21,67.49053683807641,198.38,4.7,532,Germany,Seller_9,This is a description for Toys Product 426.,93,Toys,https://example.com/Toys_Product_426.jpg
Beauty Product 92,2858.58,57.84798894022961,1204.95,3.8,437,USA,Seller_27,This is a description for Beauty Product 92.,295,Beauty,https://example.com/Beauty_Product_92.jpg
Books Product 707,795.97,53.785378494075026,367.85,5.0,651,India,Seller_476,This is a description for Books Product 707.,490,Books,https://example.com/Books_Product_707.jpg
Automotive Product 961,442.12,77.88034876314413,97.8,4.7,259,China,Seller_249,This is a description for Automotive Product 961.,197,Automotive,https://example.com/Automotive_Product_961.jpg
Electronics Product 794,4662.5,58.96477615412193,1913.27,3.6,110,Germany,Seller_224,This is a description for Electronics Product 794.,94,Electronics,https://example.com/Electronics_Product_794.jpg
Kitchen Product 826,1188.08,53.64086298233118,550.78,3.8,58,USA,Seller_117,This is a description for Kitchen Product 826.,190,Kitchen,https://example.com/Kitchen_Product_826.jpg
Computers Product 931,3441.52,64.35904378222168,1226.59,4.8,597,China,Seller_434,This is a description for Computers Product 931.,6,Computers,https://example.com/Computers_Product_931.jpg
Kitchen Product 993,1011.54,70.82925006719236,295.07,4.4,337,USA,Seller_159,This is a description for Kitchen Product 993.,132,Kitchen,https://example.com/Kitchen_Product_993.jpg
Books Product 796,3199.35,69.60423622058973,972.47,3.6,895,USA,Seller_317,This is a description for Books Product 796.,477,Books,https://example.com/Books_Product_796.jpg
Automotive Product 559,4088.53,82.99544626391031,695.24,4.3,746,Germany,Seller_414,This is a description for Automotive Product 559.,482,Automotive,https://example.com/Automotive_Product_559.jpg
Clothing Product 985,3393.6,59.88150727379872,1361.46,5.0,579,Germany,Seller_12,This is a description for Clothing Product 985.,134,Clothing,https://example.com/Clothing_Product_985.jpg
Automotive Product 911,167.05,54.24453485731476,76.43,3.7,876,China,Seller_486,This is a description for Automotive Product 911.,432,Automotive,https://example.com/Automotive_Product_911.jpg
Shoes Product 503,2727.47,62.07326486417916,1034.44,3.5,644,China,Seller_224,This is a description for Shoes Product 503.,162,Shoes,https://example.com/Shoes_Product_503.jpg
Automotive Product 64,3651.35,51.66996755127335,1764.7,4.8,420,USA,Seller_280,This is a description for Automotive Product 64.,453,Automotive,https://example.com/Automotive_Product_64.jpg
Sports Product 332,3472.59,88.8729523205609,386.4,4.1,905,India,Seller_418,This is a description for Sports Product 332.,404,Sports,https://example.com/Sports_Product_332.jpg
Shoes Product 857,3781.51,56.81437687106504,1633.07,4.9,257,Germany,Seller_176,This is a description for Shoes Product 857.,203,Shoes,https://example.com/Shoes_Product_857.jpg
Computers Product 654,352.2,87.85972671053133,42.76,4.5,352,Germany,Seller_249,This is a description for Computers Product 654.,288,Computers,https://example.com/Computers_Product_654.jpg
Sports Product 127,3626.03,55.94018330870434,1597.62,4.6,125,USA,Seller_104,This is a description for Sports Product 127.,313,Sports,https://example.com/Sports_Product_127.jpg
Toys Product 748,1954.08,70.6259167436566,573.99,4.6,94,USA,Seller_271,This is a description for Toys Product 748.,227,Toys,https://example.com/Toys_Product_748.jpg
Kitchen Product 445,4047.56,81.22067482288455,760.1,4.7,654,USA,Seller_468,This is a description for Kitchen Product 445.,138,Kitchen,https://example.com/Kitchen_Product_445.jpg
Books Product 559,4720.62,70.55642963632316,1389.92,4.6,279,India,Seller_376,This is a description for Books Product 559.,455,Books,https://example.com/Books_Product_559.jpg
Books Product 219,577.83,76.420395087297,136.25,3.5,72,China,Seller_78,This is a description for Books Product 219.,208,Books,https://example.com/Books_Product_219.jpg
Beauty Product 937,1314.23,86.52664126119151,177.07,4.2,233,USA,Seller_236,This is a description for Beauty Product 937.,170,Beauty,https://example.com/Beauty_Product_937.jpg
Clothing Product 614,3771.68,72.24511505269595,1046.83,4.8,437,India,Seller_192,This is a description for Clothing Product 614.,48,Clothing,https://example.com/Clothing_Product_614.jpg
Shoes Product 185,1678.23,79.6757530872311,341.09,4.1,365,India,Seller_221,This is a description for Shoes Product 185.,238,Shoes,https://example.com/Shoes_Product_185.jpg
Electronics Product 307,274.72,74.92907646339857,68.87,3.8,492,China,Seller_87,This is a description for Electronics Product 307.,333,Electronics,https://example.com/Electronics_Product_307.jpg
Automotive Product 588,3002.06,67.42463030981365,977.93,4.9,766,China,Seller_219,This is a description for Automotive Product 588.,251,Automotive,https://example.com/Automotive_Product_588.jpg
Beauty Product 305,215.83,83.87129824697652,34.81,4.6,474,USA,Seller_66,This is a description for Beauty Product 305.,136,Beauty,https://example.com/Beauty_Product_305.jpg
Clothing Product 151,837.83,88.4805122385325,96.51,4.9,175,India,Seller_307,This is a description for Clothing Product 151.,243,Clothing,https://example.com/Clothing_Product_151.jpg
Clothing Product 759,770.99,86.48673508237164,104.19,3.7,22,USA,Seller_408,This is a description for Clothing Product 759.,39,Clothing,https://example.com/Clothing_Product_759.jpg
Beauty Product 188,3215.67,72.92947147227876,870.5,4.9,671,India,Seller_211,This is a description for Beauty Product 188.,84,Beauty,https://example.com/Beauty_Product_188.jpg
Toys Product 86,4106.91,69.20370310937311,1264.78,3.9,994,India,Seller_464,This is a description for Toys Product 86.,354,Toys,https://example.com/Toys_Product_86.jpg
Automotive Product 170,3351.17,79.6118947335565,683.24,4.1,806,India,Seller_223,This is a description for Automotive Product 170.,231,Automotive,https://example.com/Automotive_Product_170.jpg
Sports Product 304,1077.27,64.60797427001269,381.27,5.0,552,USA,Seller_160,This is a description for Sports Product 304.,1,Sports,https://example.com/Sports_Product_304.jpg
Electronics Product 615,3857.38,77.57314819336924,865.09,4.0,938,Germany,Seller_268,This is a description for Electronics Product 615.,118,Electronics,https://example.com/Electronics_Product_615.jpg
Automotive Product 757,3671.84,72.17966046822775,1021.52,3.5,264,China,Seller_448,This is a description for Automotive Product 757.,447,Automotive,https://example.com/Automotive_Product_757.jpg
Clothing Product 589,721.36,66.3441687269721,242.78,5.0,473,China,Seller_350,This is a description for Clothing Product 589.,313,Clothing,https://example.com/Clothing_Product_589.jpg
Computers Product 293,1271.67,52.386038789287134,605.49,3.9,745,China,Seller_363,This is a description for Computers Product 293.,253,Computers,https://example.com/Computers_Product_293.jpg
Automotive Product 406,4277.96,61.155105139881485,1661.77,5.0,591,USA,Seller_349,This is a description for Automotive Product 406.,138,Automotive,https://example.com/Automotive_Product_406.jpg
Automotive Product 346,3430.3,71.02944239238292,993.78,3.6,415,China,Seller_79,This is a description for Automotive Product 346.,484,Automotive,https://example.com/Automotive_Product_346.jpg
Clothing Product 627,3772.84,82.11289569235423,674.85,4.6,297,Germany,Seller_483,This is a description for Clothing Product 627.,3,Clothing,https://example.com/Clothing_Product_627.jpg
Computers Product 440,1462.88,58.28153075744832,610.29,4.1,755,India,Seller_66,This is a description for Computers Product 440.,123,Computers,https://example.com/Computers_Product_440.jpg
Shoes Product 210,3959.36,84.65688022145216,607.49,4.6,175,China,Seller_206,This is a description for Shoes Product 210.,421,Shoes,https://example.com/Shoes_Product_210.jpg
Clothing Product 455,2586.21,88.85843089799107,288.14,4.9,367,India,Seller_77,This is a description for Clothing Product 455.,187,Clothing,https://example.com/Clothing_Product_455.jpg
Automotive Product 641,2295.48,83.40331364401004,380.97,4.0,811,Germany,Seller_124,This is a description for Automotive Product 641.,424,Automotive,https://example.com/Automotive_Product_641.jpg
Electronics Product 134,378.5,56.24115797564146,165.63,4.6,137,Germany,Seller_243,This is a description for Electronics Product 134.,30,Electronics,https://example.com/Electronics_Product_134.jpg
Toys Product 662,716.65,87.40316286179366,90.28,4.2,15,USA,Seller_483,This is a description for Toys Product 662.,83,Toys,https://example.com/Toys_Product_662.jpg
Electronics Product 753,4814.78,70.88915031263677,1401.62,4.0,819,USA,Seller_33,This is a description for Electronics Product 753.,364,Electronics,https://example.com/Electronics_Product_753.jpg
Electronics Product 871,4506.34,74.68864560050724,1140.62,4.5,353,Germany,Seller_416,This is a description for Electronics Product 871.,366,Electronics,https://example.com/Electronics_Product_871.jpg
Computers Product 223,1046.36,64.54855482166559,370.95,5.0,490,USA,Seller_225,This is a description for Computers Product 223.,38,Computers,https://example.com/Computers_Product_223.jpg
Books Product 86,3934.81,69.80203553964186,1188.23,4.1,906,USA,Seller_291,This is a description for Books Product 86.,431,Books,https://example.com/Books_Product_86.jpg
Automotive Product 529,2450.17,88.1995690739906,289.13,3.8,681,Germany,Seller_281,This is a description for Automotive Product 529.,50,Automotive,https://example.com/Automotive_Product_529.jpg
Books Product 284,4165.07,51.67155909852556,2012.91,3.7,554,China,Seller_170,This is a description for Books Product 284.,79,Books,https://example.com/Books_Product_284.jpg
Automotive Product 493,2850.03,86.8437970628558,374.96,4.8,970,India,Seller_261,This is a description for Automotive Product 493.,93,Automotive,https://example.com/Automotive_Product_493.jpg
Clothing Product 482,366.83,53.510824067962915,170.54,4.2,429,USA,Seller_189,This is a description for Clothing Product 482.,25,Clothing,https://example.com/Clothing_Product_482.jpg
Electronics Product 181,3545.3,72.23125190164293,984.49,4.9,433,Germany,Seller_15,This is a description for Electronics Product 181.,222,Electronics,https://example.com/Electronics_Product_181.jpg
Electronics Product 731,4455.02,63.89118983240343,1608.65,3.5,821,China,Seller_481,This is a description for Electronics Product 731.,484,Electronics,https://example.com/Electronics_Product_731.jpg
Computers Product 501,4665.41,52.151329657963906,2232.34,3.7,791,China,Seller_290,This is a description for Computers Product 501.,182,Computers,https://example.com/Computers_Product_501.jpg
Toys Product 663,802.17,73.92015616289741,209.2,4.3,616,India,Seller_33,This is a description for Toys Product 663.,371,Toys,https://example.com/Toys_Product_663.jpg
Kitchen Product 739,2137.85,54.165416081091834,979.87,4.5,626,China,Seller_257,This is a description for Kitchen Product 739.,120,Kitchen,https://example.com/Kitchen_Product_739.jpg
Clothing Product 553,1452.56,65.81037620065862,496.62,3.8,286,USA,Seller_475,This is a description for Clothing Product 553.,3,Clothing,https://example.com/Clothing_Product_553.jpg
Kitchen Product 852,789.34,68.07778183472269,251.97,4.0,395,USA,Seller_385,This is a description for Kitchen Product 852.,364,Kitchen,https://example.com/Kitchen_Product_852.jpg
Computers Product 670,1936.39,66.94566806093226,640.06,4.4,886,China,Seller_344,This is a description for Computers Product 670.,423,Computers,https://example.com/Computers_Product_670.jpg
Beauty Product 971,2915.8,73.35286548145662,776.98,3.8,451,China,Seller_458,This is a description for Beauty Product 971.,174,Beauty,https://example.com/Beauty_Product_971.jpg
Electronics Product 719,2537.19,67.16254491342586,833.15,4.3,612,Germany,Seller_489,This is a description for Electronics Product 719.,31,Electronics,https://example.com/Electronics_Product_719.jpg
Toys Product 721,868.01,86.10649658195811,120.6,3.8,965,USA,Seller_493,This is a description for Toys Product 721.,301,Toys,https://example.com/Toys_Product_721.jpg
Sports Product 320,3265.78,89.20372642724938,352.58,3.6,547,Germany,Seller_225,This is a description for Sports Product 320.,264,Sports,https://example.com/Sports_Product_320.jpg
Books Product 141,1282.9,66.91795844985106,424.41,3.8,606,India,Seller_207,This is a description for Books Product 141.,246,Books,https://example.com/Books_Product_141.jpg
Toys Product 35,4707.42,71.05791418601831,1362.43,5.0,777,Germany,Seller_75,This is a description for Toys Product 35.,431,Toys,https://example.com/Toys_Product_35.jpg
Automotive Product 921,1080.67,86.09152005979026,150.3,3.6,37,China,Seller_2,This is a description for Automotive Product 921.,126,Automotive,https://example.com/Automotive_Product_921.jpg
Electronics Product 483,1616.4,65.29839166232063,560.92,4.4,321,USA,Seller_45,This is a description for Electronics Product 483.,200,Electronics,https://example.com/Electronics_Product_483.jpg
Beauty Product 723,2203.96,79.7911748458263,445.39,4.7,339,China,Seller_20,This is a description for Beauty Product 723.,455,Beauty,https://example.com/Beauty_Product_723.jpg
Kitchen Product 199,3837.44,53.16553268603695,1797.24,3.6,635,China,Seller_40,This is a description for Kitchen Product 199.,241,Kitchen,https://example.com/Kitchen_Product_199.jpg
Computers Product 103,2805.64,65.19192729618221,976.59,4.2,781,Germany,Seller_50,This is a description for Computers Product 103.,328,Computers,https://example.com/Computers_Product_103.jpg
Electronics Product 311,793.33,58.92859228243327,325.83,4.4,330,India,Seller_206,This is a description for Electronics Product 311.,351,Electronics,https://example.com/Electronics_Product_311.jpg
Shoes Product 524,3139.89,63.58933604741668,1143.25,3.5,608,Germany,Seller_473,This is a description for Shoes Product 524.,239,Shoes,https://example.com/Shoes_Product_524.jpg
Toys Product 553,2733.9,71.37844216017454,782.48,4.2,436,USA,Seller_253,This is a description for Toys Product 553.,299,Toys,https://example.com/Toys_Product_553.jpg
Toys Product 25,1167.43,86.79794924464323,154.12,4.9,79,USA,Seller_437,This is a description for Toys Product 25.,64,Toys,https://example.com/Toys_Product_25.jpg
Books Product 501,996.0,76.85469380540621,230.53,3.8,751,USA,Seller_99,This is a description for Books Product 501.,500,Books,https://example.com/Books_Product_501.jpg
Electronics Product 409,1059.7,55.70473778670577,469.4,4.0,261,China,Seller_412,This is a description for Electronics Product 409.,279,Electronics,https://example.com/Electronics_Product_409.jpg
Toys Product 707,4983.79,74.92177887641304,1249.85,4.1,635,USA,Seller_294,This is a description for Toys Product 707.,80,Toys,https://example.com/Toys_Product_707.jpg
Sports Product 41,1048.26,64.49656888103168,372.17,4.8,383,USA,Seller_400,This is a description for Sports Product 41.,391,Sports,https://example.com/Sports_Product_41.jpg
Clothing Product 913,3610.82,89.69343354290764,372.15,3.7,180,USA,Seller_81,This is a description for Clothing Product 913.,253,Clothing,https://example.com/Clothing_Product_913.jpg
Toys Product 222,3494.74,69.48166536064085,1066.54,3.8,659,Germany,Seller_317,This is a description for Toys Product 222.,218,Toys,https://example.com/Toys_Product_222.jpg
Beauty Product 937,1728.52,84.3556685720288,270.42,4.3,957,USA,Seller_46,This is a description for Beauty Product 937.,454,Beauty,https://example.com/Beauty_Product_937.jpg
Sports Product 900,3167.5,82.22395811788999,563.06,3.8,320,Germany,Seller_56,This is a description for Sports Product 900.,253,Sports,https://example.com/Sports_Product_900.jpg
Automotive Product 427,1656.39,59.30411615266426,674.08,4.9,632,China,Seller_486,This is a description for Automotive Product 427.,150,Automotive,https://example.com/Automotive_Product_427.jpg
Kitchen Product 270,474.83,72.50569590094723,130.55,4.0,792,India,Seller_241,This is a description for Kitchen Product 270.,458,Kitchen,https://example.com/Kitchen_Product_270.jpg
Books Product 107,1771.62,69.13941446685631,546.73,3.5,311,Germany,Seller_61,This is a description for Books Product 107.,195,Books,https://example.com/Books_Product_107.jpg
Clothing Product 733,1989.11,88.32160958895108,232.3,4.7,255,Germany,Seller_93,This is a description for Clothing Product 733.,493,Clothing,https://example.com/Clothing_Product_733.jpg
Shoes Product 651,1414.05,55.48704668678931,629.44,4.9,59,China,Seller_134,This is a description for Shoes Product 651.,268,Shoes,https://example.com/Shoes_Product_651.jpg
Sports Product 159,3898.36,87.45977580586688,488.86,4.2,673,USA,Seller_166,This is a description for Sports Product 159.,63,Sports,https://example.com/Sports_Product_159.jpg
Sports Product 318,3329.23,67.6524496015,1076.92,3.8,691,Germany,Seller_241,This is a description for Sports Product 318.,18,Sports,https://example.com/Sports_Product_318.jpg
Computers Product 496,2819.26,79.77266515645137,570.26,4.7,234,USA,Seller_412,This is a description for Computers Product 496.,5,Computers,https://example.com/Computers_Product_496.jpg
Kitchen Product 227,3975.02,75.34529746769944,980.03,4.5,325,India,Seller_46,This is a description for Kitchen Product 227.,404,Kitchen,https://example.com/Kitchen_Product_227.jpg
Beauty Product 98,2317.25,82.56112452682609,404.1,4.6,843,USA,Seller_209,This is a description for Beauty Product 98.,389,Beauty,https://example.com/Beauty_Product_98.jpg
Shoes Product 954,3541.34,61.996098023958965,1345.85,3.6,989,Germany,Seller_313,This is a description for Shoes Product 954.,33,Shoes,https://example.com/Shoes_Product_954.jpg
Shoes Product 339,2884.15,78.7786740641069,612.05,3.8,518,Germany,Seller_298,This is a description for Shoes Product 339.,151,Shoes,https://example.com/Shoes_Product_339.jpg
Sports Product 849,3949.98,71.82166361910237,1113.04,5.0,842,China,Seller_252,This is a description for Sports Product 849.,121,Sports,https://example.com/Sports_Product_849.jpg
Clothing Product 906,1519.24,64.27392340806038,542.76,4.1,807,USA,Seller_376,This is a description for Clothing Product 906.,332,Clothing,https://example.com/Clothing_Product_906.jpg
Computers Product 655,2885.7,80.99757956319316,548.35,4.3,704,China,Seller_360,This is a description for Computers Product 655.,434,Computers,https://example.com/Computers_Product_655.jpg
Kitchen Product 941,2499.65,84.87064651918067,378.18,3.9,634,China,Seller_57,This is a description for Kitchen Product 941.,88,Kitchen,https://example.com/Kitchen_Product_941.jpg
Books Product 888,785.25,59.3468170006562,319.23,4.5,226,USA,Seller_301,This is a description for Books Product 888.,300,Books,https://example.com/Books_Product_888.jpg
Clothing Product 982,2101.88,87.47510148370489,263.26,3.8,243,Germany,Seller_305,This is a description for Clothing Product 982.,198,Clothing,https://example.com/Clothing_Product_982.jpg
Shoes Product 968,4304.12,56.14758351159036,1887.46,3.7,734,USA,Seller_171,This is a description for Shoes Product 968.,10,Shoes,https://example.com/Shoes_Product_968.jpg
Shoes Product 779,2899.96,63.3986353521899,1061.42,4.0,207,Germany,Seller_428,This is a description for Shoes Product 779.,262,Shoes,https://example.com/Shoes_Product_779.jpg
Beauty Product 695,4992.24,54.54690481696341,2269.13,3.9,639,USA,Seller_227,This is a description for Beauty Product 695.,248,Beauty,https://example.com/Beauty_Product_695.jpg
Toys Product 744,1735.68,60.56634685578017,684.44,4.3,774,USA,Seller_420,This is a description for Toys Product 744.,184,Toys,https://example.com/Toys_Product_744.jpg
Electronics Product 376,221.65,61.13174230889647,86.15,4.9,463,Germany,Seller_9,This is a description for Electronics Product 376.,433,Electronics,https://example.com/Electronics_Product_376.jpg
Beauty Product 164,530.57,74.93163748832384,133.01,4.8,181,USA,Seller_77,This is a description for Beauty Product 164.,216,Beauty,https://example.com/Beauty_Product_164.jpg
Books Product 8,2816.3,58.05587454555901,1181.27,4.7,206,China,Seller_111,This is a description for Books Product 8.,408,Books,https://example.com/Books_Product_8.jpg
Sports Product 523,3228.94,83.29329097746586,539.45,3.6,206,Germany,Seller_466,This is a description for Sports Product 523.,311,Sports,https://example.com/Sports_Product_523.jpg
Beauty Product 404,4418.52,58.60160873959746,1829.2,4.7,787,Germany,Seller_272,This is a description for Beauty Product 404.,293,Beauty,https://example.com/Beauty_Product_404.jpg
Computers Product 504,2873.59,73.9679692240436,748.05,3.9,446,China,Seller_500,This is a description for Computers Product 504.,329,Computers,https://example.com/Computers_Product_504.jpg
Sports Product 85,2751.61,74.57775743460888,699.52,4.7,268,Germany,Seller_69,This is a description for Sports Product 85.,376,Sports,https://example.com/Sports_Product_85.jpg
Electronics Product 596,2286.25,63.0940562532921,843.76,4.2,281,Germany,Seller_298,This is a description for Electronics Product 596.,107,Electronics,https://example.com/Electronics_Product_596.jpg
Electronics Product 849,4653.58,68.82674535888003,1450.67,4.9,958,India,Seller_112,This is a description for Electronics Product 849.,245,Electronics,https://example.com/Electronics_Product_849.jpg
Computers Product 237,1963.63,73.45533560814468,521.24,4.2,504,China,Seller_204,This is a description for Computers Product 237.,135,Computers,https://example.com/Computers_Product_237.jpg
Kitchen Product 569,4304.68,54.05016540622684,1977.99,4.0,993,USA,Seller_405,This is a description for Kitchen Product 569.,284,Kitchen,https://example.com/Kitchen_Product_569.jpg
Automotive Product 245,2415.1,84.85817312001751,365.69,4.7,599,China,Seller_391,This is a description for Automotive Product 245.,110,Automotive,https://example.com/Automotive_Product_245.jpg
Beauty Product 602,4141.95,65.64182320495954,1423.1,4.3,521,India,Seller_46,This is a description for Beauty Product 602.,0,Beauty,https://example.com/Beauty_Product_602.jpg
Automotive Product 108,2894.09,60.99655575242459,1128.79,4.2,570,USA,Seller_63,This is a description for Automotive Product 108.,472,Automotive,https://example.com/Automotive_Product_108.jpg
Shoes Product 383,3302.16,80.93545283783644,629.54,4.8,83,Germany,Seller_406,This is a description for Shoes Product 383.,35,Shoes,https://example.com/Shoes_Product_383.jpg
Kitchen Product 504,1173.73,63.601643082748105,427.22,3.7,547,Germany,Seller_80,This is a description for Kitchen Product 504.,74,Kitchen,https://example.com/Kitchen_Product_504.jpg
Beauty Product 589,779.3,71.16452891207591,224.71,4.4,434,India,Seller_156,This is a description for Beauty Product 589.,95,Beauty,https://example.com/Beauty_Product_589.jpg
Automotive Product 718,1548.62,60.39957996824149,613.26,4.8,868,India,Seller_341,This is a description for Automotive Product 718.,86,Automotive,https://example.com/Automotive_Product_718.jpg
Shoes Product 860,4292.83,74.36818154696269,1100.33,3.6,419,Germany,Seller_92,This is a description for Shoes Product 860.,352,Shoes,https://example.com/Shoes_Product_860.jpg
Automotive Product 318,4641.51,52.9185937496823,2185.29,4.7,850,Germany,Seller_72,This is a description for Automotive Product 318.,416,Automotive,https://example.com/Automotive_Product_318.jpg
Automotive Product 133,1693.65,61.369175960965386,654.27,4.6,520,Germany,Seller_281,This is a description for Automotive Product 133.,239,Automotive,https://example.com/Automotive_Product_133.jpg
Electronics Product 936,2576.11,65.48376765698573,889.18,3.9,966,China,Seller_425,This is a description for Electronics Product 936.,236,Electronics,https://example.com/Electronics_Product_936.jpg
Computers Product 68,3277.9,73.89757226099287,855.61,4.4,471,Germany,Seller_357,This is a description for Computers Product 68.,176,Computers,https://example.com/Computers_Product_68.jpg
Books Product 568,768.38,62.061723482769665,291.51,4.3,783,Germany,Seller_161,This is a description for Books Product 568.,392,Books,https://example.com/Books_Product_568.jpg
Kitchen Product 981,3851.13,72.22246633087362,1069.75,4.3,679,USA,Seller_356,This is a description for Kitchen Product 981.,166,Kitchen,https://example.com/Kitchen_Product_981.jpg
Clothing Product 590,4502.02,55.17918242358394,2017.84,4.3,366,China,Seller_43,This is a description for Clothing Product 590.,261,Clothing,https://example.com/Clothing_Product_590.jpg
Kitchen Product 760,2680.3,58.07051161139691,1123.84,4.7,887,China,Seller_4,This is a description for Kitchen Product 760.,40,Kitchen,https://example.com/Kitchen_Product_760.jpg
Sports Product 395,257.76,74.56208246237695,65.57,4.6,599,India,Seller_438,This is a description for Sports Product 395.,143,Sports,https://example.com/Sports_Product_395.jpg
Automotive Product 807,481.9,69.09086295424845,148.95,4.8,136,India,Seller_409,This is a description for Automotive Product 807.,245,Automotive,https://example.com/Automotive_Product_807.jpg
Computers Product 281,4658.2,51.79327409468258,2245.57,4.1,200,USA,Seller_397,This is a description for Computers Product 281.,209,Computers,https://example.com/Computers_Product_281.jpg
Clothing Product 92,2250.61,55.014699590907426,1012.44,3.6,406,USA,Seller_116,This is a description for Clothing Product 92.,90,Clothing,https://example.com/Clothing_Product_92.jpg
Books Product 127,4537.62,82.12964445242274,810.89,3.8,720,Germany,Seller_415,This is a description for Books Product 127.,445,Books,https://example.com/Books_Product_127.jpg
Sports Product 278,1817.64,85.54675265700558,262.71,4.2,649,Germany,Seller_428,This is a description for Sports Product 278.,494,Sports,https://example.com/Sports_Product_278.jpg
Electronics Product 937,1261.9,53.10848369114745,591.72,4.8,749,India,Seller_306,This is a description for Electronics Product 937.,73,Electronics,https://example.com/Electronics_Product_937.jpg
Beauty Product 981,884.91,59.13323196528467,361.63,4.9,996,USA,Seller_499,This is a description for Beauty Product 981.,106,Beauty,https://example.com/Beauty_Product_981.jpg
Beauty Product 606,512.17,70.5579789235739,150.79,4.9,423,India,Seller_367,This is a description for Beauty Product 606.,4,Beauty,https://example.com/Beauty_Product_606.jpg
Kitchen Product 525,894.8,72.22219138892706,248.56,4.1,58,Germany,Seller_494,This is a description for Kitchen Product 525.,242,Kitchen,https://example.com/Kitchen_Product_525.jpg
Electronics Product 721,1516.98,84.2002192061982,239.68,4.0,59,China,Seller_447,This is a description for Electronics Product 721.,257,Electronics,https://example.com/Electronics_Product_721.jpg
Computers Product 194,4285.68,84.6829259538438,656.44,3.8,201,India,Seller_155,This is a description for Computers Product 194.,241,Computers,https://example.com/Computers_Product_194.jpg
Clothing Product 259,2480.23,80.62288287353009,480.6,3.7,720,Germany,Seller_48,This is a description for Clothing Product 259.,176,Clothing,https://example.com/Clothing_Product_259.jpg
Beauty Product 617,243.8,55.11825940373549,109.42,4.8,840,USA,Seller_26,This is a description for Beauty Product 617.,446,Beauty,https://example.com/Beauty_Product_617.jpg
Clothing Product 457,1574.04,55.15624484300137,705.86,4.1,401,Germany,Seller_337,This is a description for Clothing Product 457.,357,Clothing,https://example.com/Clothing_Product_457.jpg
Shoes Product 873,4549.01,64.89487170221702,1596.94,3.8,202,China,Seller_442,This is a description for Shoes Product 873.,111,Shoes,https://example.com/Shoes_Product_873.jpg
Books Product 644,1829.13,72.74721605218589,498.49,4.8,705,China,Seller_367,This is a description for Books Product 644.,19,Books,https://example.com/Books_Product_644.jpg
Beauty Product 805,2945.6,52.7246833958862,1392.54,3.9,667,Germany,Seller_362,This is a description for Beauty Product 805.,412,Beauty,https://example.com/Beauty_Product_805.jpg
Beauty Product 276,3675.39,67.43151147132605,1197.02,4.1,267,China,Seller_438,This is a description for Beauty Product 276.,56,Beauty,https://example.com/Beauty_Product_276.jpg
Computers Product 974,1307.94,64.48115454817926,464.57,3.7,812,India,Seller_384,This is a description for Computers Product 974.,98,Computers,https://example.com/Computers_Product_974.jpg
Books Product 826,4996.26,57.31291548726715,2132.76,4.7,845,India,Seller_97,This is a description for Books Product 826.,431,Books,https://example.com/Books_Product_826.jpg
Automotive Product 631,891.81,82.27663880934412,158.06,3.9,577,China,Seller_119,This is a description for Automotive Product 631.,308,Automotive,https://example.com/Automotive_Product_631.jpg
Toys Product 893,675.1,57.11640437292806,289.51,4.8,781,China,Seller_238,This is a description for Toys Product 893.,288,Toys,https://example.com/Toys_Product_893.jpg
Toys Product 907,3768.12,63.149625867992484,1388.57,3.5,519,India,Seller_217,This is a description for Toys Product 907.,288,Toys,https://example.com/Toys_Product_907.jpg
Toys Product 12,4687.51,55.54088015166835,2084.03,4.2,565,India,Seller_219,This is a description for Toys Product 12.,134,Toys,https://example.com/Toys_Product_12.jpg
Kitchen Product 249,1962.89,62.97317660023645,726.8,4.1,998,India,Seller_359,This is a description for Kitchen Product 249.,62,Kitchen,https://example.com/Kitchen_Product_249.jpg
Computers Product 431,1161.09,58.641593058727395,480.21,5.0,649,India,Seller_449,This is a description for Computers Product 431.,277,Computers,https://example.com/Computers_Product_431.jpg
Kitchen Product 937,2280.21,51.805401524811856,1098.94,3.8,461,USA,Seller_337,This is a description for Kitchen Product 937.,71,Kitchen,https://example.com/Kitchen_Product_937.jpg
Kitchen Product 470,2024.51,64.03572588679735,728.1,4.2,788,China,Seller_339,This is a description for Kitchen Product 470.,362,Kitchen,https://example.com/Kitchen_Product_470.jpg
Shoes Product 527,3287.23,82.41372273053473,578.1,3.9,506,Germany,Seller_309,This is a description for Shoes Product 527.,297,Shoes,https://example.com/Shoes_Product_527.jpg
Sports Product 877,2862.29,82.93971929759572,488.31,4.8,789,China,Seller_276,This is a description for Sports Product 877.,320,Sports,https://example.com/Sports_Product_877.jpg
Beauty Product 808,1267.04,86.68194698964236,168.75,4.1,327,China,Seller_437,This is a description for Beauty Product 808.,240,Beauty,https://example.com/Beauty_Product_808.jpg
Beauty Product 377,483.1,74.79742232050427,121.75,3.9,417,India,Seller_124,This is a description for Beauty Product 377.,85,Beauty,https://example.com/Beauty_Product_377.jpg
